Country Name,Country Code,Indicator Name,Indicator Code,year,primary_enrollment_gross_pct
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,100.293251037598
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,101.442947387695
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,96.495719909668
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,94.310676574707
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,91.0757598876953
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,89.1420669555664
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,96.1379623413086
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,101.074859619141
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,100.136596679688
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,105.799873352051
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,107.281616210938
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,103.59838104248
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,102.482355070278
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,110.135749348524
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,103.677382284453
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,94.6404443777211
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,94.388210777017
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,96.2606649014416
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,90.4117265380759
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,88.5500765329091
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,91.9375456537619
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,80.5237121582031
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,78.3931934355663
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,92.856648199446
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,108.796783447266
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,106.622398376465
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,108.094970703125
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,88.7070770263672
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,89.0985412597656
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,89.2094192504883
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,89.4869613647461
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,91.2244415283203
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,94.695442199707
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,96.1386337280273
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,98.2435989379883
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,99.7165832519531
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,100.929710388184
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.263931274414
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,101.168617248535
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,101.604507446289
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,101.194877624512
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,100.966239929199
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,100.888679504395
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,101.292121887207
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,100.584907531738
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,100.611129760742
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,100.184310913086
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,100.200073242188
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,99.5701904296875
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,99.8689727783203
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,101.339210510254
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,103.467842102051
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,104.613380432129
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,105.933387756348
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,107.180023193359
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,108.239418029785
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,108.554832458496
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,94.0734710693359
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,94.1913833618164
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,93.6205596923828
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,92.7227630615234
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,94.5129318237305
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,93.8576965332031
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,94.0659027099609
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,95.1763916015625
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,95.7500076293945
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,96.64990234375
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,99.7674179077148
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,103.214653015137
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,115.26725769043
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,117.421142578125
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,117.492881774902
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,114.62126159668
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,105.365631103516
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,103.979820251465
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,102.126327514648
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,101.282920837402
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,99.8373336791992
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,99.810188293457
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,100.756843566895
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,100.778805231093
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.927399800314
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,100.103580941107
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,99.4024127097705
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,98.8196297844518
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,98.4724784063299
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,99.4165601023018
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,98.9911352828846
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,98.2260831226448
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,97.0494273050719
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,95.5250148309274
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,95.5266437473141
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,95.4307149291864
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,95.2183631035768
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,96.8224030073024
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,104.910766601562
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,103.321426391602
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,104.141220092773
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,105.601989746094
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,109.347061157227
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,114.563270568848
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,118.849502563477
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,124.715347290039
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,122.213958740234
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,119.090530395508
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,115.422729492188
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,116.013778686523
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,112.648109436035
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,106.149063110352
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,107.269973754883
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,107.738998413086
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,108.363212585449
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,111.605690002441
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,114.843612670898
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,115.693542480469
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,117.587097167969
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,119.996452331543
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,120.450706481934
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,121.862091064453
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,118.855888366699
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,116.884490966797
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,117.034683227539
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,117.08415222168
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,113.59684753418
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,118.811058044434
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,120.602569580078
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,120.297348022461
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,119.866386413574
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,117.773338317871
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,115.303932189941
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,114.545341491699
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,112.946476456076
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,112.275924178746
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,115.222578079659
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,113.524076873246
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,112.82886168273
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,113.602548159784
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,116.084024666164
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,115.629980470942
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,114.90527173544
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,114.458351316357
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,112.251430128031
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,107.337270073984
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,101.531373116389
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,97.7874461619187
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,96.4819245941926
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,105.439659118652
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,103.637336730957
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,100.996589660645
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,100.573913574219
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,99.6974105834961
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,101.642280578613
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,103.263076782227
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,104.763450622559
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,99.3003463745117
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,101.768112182617
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,102.310340881348
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,103.012786865234
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,102.807083129883
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,101.115379333496
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,101.1240234375
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,107.695091247559
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,120.331359863281
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,103.549797058105
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,102.935012817383
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,103.237411499023
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,102.27513885498
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,100.932991027832
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,99.383903503418
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,106.171371459961
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,103.870971679688
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,101.248802185059
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,99.5652236938477
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,100.564140319824
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,102.673927307129
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,92.8512496948242
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,119.13207244873
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,118.06078338623
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,118.543472290039
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,116.677192687988
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,115.955810546875
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,115.199371337891
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,113.561637878418
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,112.767723083496
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,111.650062561035
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,108.031242370605
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,104.396370229571
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.921849072087
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,98.3129253076371
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,96.8904736314233
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,95.4654700824142
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,95.0961939865757
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,95.5387659267627
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,96.4475043810472
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,97.122722190495
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,97.6714741591375
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,98.2369486079625
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,98.4694228398409
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,99.1960878877715
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,98.5726894625786
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,104.7822265625
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,109.945137023926
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,110.316467285156
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,109.152191162109
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,108.757843017578
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,109.80850982666
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,108.623291015625
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,107.40747833252
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,105.498199462891
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,103.4716796875
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,103.970321655273
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,104.102058410645
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,101.111289978027
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,99.7148132324219
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,94.1449127197266
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,96.5687026977539
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,96.2026824951172
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,102.053749084473
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,106.07250213623
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,108.549156188965
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,101.672950744629
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,104.034866333008
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,105.297790527344
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,107.585639953613
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,114.921539306641
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,115.785629272461
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,117.504066467285
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,112.135269165039
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,106.883140563965
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,103.175331115723
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,102.616241455078
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,104.42259979248
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,103.545349121094
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,104.487609863281
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,102.365783691406
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,101.593612670898
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,101.276039123535
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,100.212989807129
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,100.470497131348
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,99.8023910522461
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,100.026486558072
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.607875564296
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,96.4334517627767
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,95.4051834276328
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,95.319325026438
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,94.3660015740012
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,94.4722209242559
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,94.7561440274338
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,94.5134829805
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,92.7709032613596
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,90.1875316776483
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,88.0075687838805
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,83.9370240790286
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1970,121.098251342773
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,129.264266967773
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,131.944381713867
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,129.272384643555
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,126.885940551758
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,122.56371307373
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,123.975387573242
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,127.770721435547
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,128.99235534668
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,114.108177185059
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,113.638229370117
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,114.92163848877
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,111.804351806641
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,113.70133972168
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,117.110153198242
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,117.044883728027
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,122.95288848877
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,121.589256286621
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,123.298210144043
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,125.862777709961
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,116.419471740723
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,114.441062927246
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,115.30525970459
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,115.403518676758
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,113.287490844727
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,111.854377746582
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,110.213897705078
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,113.108619689941
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,113.262153625488
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,112.037879943848
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,110.13542175293
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,112.115310668945
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,116.92626953125
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,119.105339050293
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,119.844757080078
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,121.505966186523
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,122.321258544922
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,116.783126831055
