Country Name,Country Code,Indicator Name,Indicator Code,year,tertiary_enrollment_gross_pct
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,3.51574993133545
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,3.20262002944946
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,58.4075393676758
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,61.0042190551758
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,63.7400817871094
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,65.5322113037109
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,67.4735717773438
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,68.1358337402344
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,68.9646224975586
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,69.2297668457031
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,69.4019393920898
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,71.4311676025391
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,76.3829116821289
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,80.7240905761719
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,82.89208984375
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,85.2132568359375
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,88.0015563964844
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,88.5742492675781
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,89.8067779541016
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,91.8877410888672
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,92.1748886108398
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,91.020263671875
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,90.9548492431641
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,94.5903778076172
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,94.5131072998047
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,93.7303466796875
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,54.4018287658691
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,58.7174797058105
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,61.7471008300781
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,64.2222671508789
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,65.7773971557617
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,67.9843521118164
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,68.7950820922852
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,68.8220596313477
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,67.8356094360352
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,67.8494186401367
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,68.7101593017578
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,71.0235290527344
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,72.9364700317383
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,75.4523162841797
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,76.2024536132812
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,74.5832824707031
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,73.0334320068359
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,72.1369781494141
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,72.0659637451172
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,72.7060317993164
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,72.0443572998047
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,73.1502075195312
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,71.4251937866211
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,67.6179275512695
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,0.18452000617981
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,0.203150004148483
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,0.159950003027916
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,0.260230004787445
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,0.261779993772507
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,0.400790005922318
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,0.479209989309311
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,0.524529993534088
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,0.493790000677109
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,0.482630014419556
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,0.495950013399124
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,0.474720001220703
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,0.74848997592926
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,0.79569000005722
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,0.740779995918274
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,0.758679986000061
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,0.787320017814636
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,0.776000022888184
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,0.60223001241684
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,0.660380005836487
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,0.686529994010925
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,0.80171000957489
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,0.837999999523163
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,0.931810021400452
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,1.17114996910095
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,1.47605001926422
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,1.68374001979828
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,2.40167999267578
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,2.72982001304627
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,2.94167995452881
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,3.53211998939514
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,5.09216022491455
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,6.96482992172241
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,7.27566003799438
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,7.62416982650757
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,5.9192507771213
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,49.1069717407227
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,50.9117202758789
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,53.326229095459
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,55.6869888305664
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,57.9621315002441
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,59.9736289978027
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,61.5676918029785
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,62.8105583190918
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,63.493091583252
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,64.5242614746094
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,65.613899230957
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,66.8966522216797
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,67.5122680664062
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,67.3753204345703
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,67.5626907348633
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,68.7397079467773
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,69.7687225341797
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,70.514030456543
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,71.7874526977539
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,72.9149475097656
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,74.0401382446289
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,75.0071029663086
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,77.8575668334961
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,79.6330184936523
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,79.4997329711914
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2024,79.4997329711914
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,8.51321029663086
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,7.70276021957397
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,8.46704959869385
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,8.44647026062012
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,8.41399002075195
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,8.42907047271729
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,7.70549011230469
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,8.6113395690918
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,8.71940994262695
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,8.8005199432373
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,8.83341026306152
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,8.55716991424561
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,8.56235980987549
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,8.52488994598389
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,8.56818962097168
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,8.61392974853516
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,8.65783977508545
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,9.08769035339355
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,8.73254013061523
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,8.79240989685059
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,8.82411003112793
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,8.74586963653564
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,8.60334014892578
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,8.52583026885986
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,8.33749008178711
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,8.45205020904541
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,8.51620960235596
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,9.13803005218506
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,8.9995698928833
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,9.36382961273193
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,9.74339008331299
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,10.6055097579956
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,11.3661603927612
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,11.9478998184204
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,12.5274095535278
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,13.4128198623657
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,14.1131496429443
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,14.6190299987793
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,15.2314701080322
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,15.4442901611328
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,15.5230598449707
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,15.5898895263672
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,15.4469995498657
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,15.3281497955322
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,15.5115299224853
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,15.0761098861694
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,14.7394104003906
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,14.7340002059937
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,14.6939496994019
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,14.5780601501465
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,82.5875015258789
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,85.9510498046875
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,86.788932800293
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,88.286979675293
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,90.1379318237305
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,91.9409408569336
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,93.4309921264648
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,95.0834808349609
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,95.8668518066406
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,92.0154724121094
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,93.1867599487305
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,93.2884292602539
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,91.5533828735352
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,91.2365264892578
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,89.9938812255859
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,89.6573791503906
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,89.3280029296875
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,90.6983871459961
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,92.3850021362305
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,94.5891189575195
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,96.4726333618164
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,100.868072509766
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,104.944221496582
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,108.130409240723
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,0.697130024433136
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,1.04355001449585
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,1.29038000106812
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,1.60628998279572
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,2.12105989456177
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,2.81668996810913
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,2.38316988945007
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,2.46146011352539
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,2.71577000617981
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,2.50851011276245
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,2.97018003463745
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,2.83617997169495
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,4.64109992980957
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,10.7947301864624
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,14.7718696594238
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,14.5726699829102
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,14.4559001922607
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,69.4327641990718
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,68.4167953525995
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,77.5601234063116
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,82.343551650893
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,79.1464225438552
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,77.5562006170027
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,83.7613654490349
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,76.7030156165859
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,68.7794855157684
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,60.9679066767014
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2024,75.0089752283697
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,50.6030807495117
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,50.4472885131836
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,50.2516899108887
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,52.3169784545898
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,53.4576301574707
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,53.8823318481445
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,53.8754196166992
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,52.9475402832031
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,52.4755210876465
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,52.7731018066406
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,54.881721496582
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,55.6257286071777
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,57.9090118408203
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,59.8487586975098
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,61.5104789733887
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,62.7859306335449
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,64.7276763916016
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,65.8022308349609
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,67.5435180664062
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,67.7331314086914
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,68.8709411621094
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,69.9397888183594
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,71.5107269287109
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,70.4536437988281
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,8.07839012145996
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,23.2427997589111
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,17.5863399505615
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,27.3650398254394
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,20.0074901580811
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,13.3604698181152
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,13.3582201004028
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,0.376810014247894
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,0.65557998418808
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,0.740000009536743
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,1.33373999595642
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,1.95166003704071
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,1.96203994750977
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,2.35043001174927
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,2.35891008377075
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,2.27062010765076
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,2.87462997436523
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,4.68355989456177
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,4.89379978179932
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,5.63495016098022
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,5.40330982208252
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,5.1715898513794
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,5.09427976608276
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,6.65822982788086
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,7.45746994018555
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,7.65526008605957
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,57.365119934082
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,57.4872894287109
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,61.128231048584
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,61.4559783935547
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,59.4526481628418
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,59.2745018005371
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,59.190731048584
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,58.8450889587402
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,57.430980682373
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,59.1011390686035
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,59.8467292785645
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,59.3426704406738
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,59.1681709289551
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,56.8150482177734
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,56.5670890808105
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,56.4859008789062
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,58.110481262207
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,59.6335182189941
